affiliation_country,full_name,id_affiliation,keyword,sum_paper
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,tags,1
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,video,1
India,"Department of Electronics and Communication Engineering, Rourkela, OR, India, 769008",113869978,change detection,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,requirements recovery,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,software comprehension,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,software maintenance,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,sem,1
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,genetic algorithm,1
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,image enhancement,1
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,automatic,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,e-payment,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,amos,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,intention to use,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,trust,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,end-to-end interaction,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,information systems,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,wimp-ui ontology,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,usi ontology,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,requirements reconstruction,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,requirements elicitation,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,requirements,1
Indonesia,"STTT Nurul Fikri, Indonesia",119050004,feature extraction,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,a source of trust,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,c2c e-marketplace,1
Indonesia,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",120729067,the displacement of the trust,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,detection methods,1
Indonesia,"Department of Information Technology, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",113905066,intelligent systems,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,plasmodium parasites,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,positive value,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,red blood cell,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,gene expressions,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,kernel dimensionality,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,kernel method,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,recurrent cancer,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,is-faddis,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,sparse clustering,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,text interpretation,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,2-means clustering,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,keyphrase,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,preprocessing,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,cells,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,blood,1
Thailand,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",110489126,structural equation modelling,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,positive value,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,diagnosis,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,blood,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,cells,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,detection methods,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,double thresholding,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,plasmodium parasites,1
Indonesia,"Information Systems Department, Jl. Pulomas Selatan kav.22, Jakarta Timur, Indonesia, 13210",121244510,red blood cell,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,diagnosis,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,information systems,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,computer science,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,ontology,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,data integration,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,diseases,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,medical imaging,1
Indonesia,"Universitas Pancasila, Jakarta, Java, Indonesia",60087598,tf-idf,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,k-means clustering,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,change detection,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,codebooks,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,precision and recall,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,ecg compression,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,set partitioning in hierarchical trees (spiht),1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,feature extraction and selection,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,sleep stage,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,sleep stages classifications,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,human bodies,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,classification system,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,multirate signal processing,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,heart beat detections,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,original algorithms,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,sigmoid membership functions,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,circadian rhythms,1
Thailand,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",110489126,indonesia,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,polysomnography,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,feature extraction and classification,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,gabor filter,1
Thailand,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",110489126,intention to use,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,gini index,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,greylevel co-occurrence probability (glcp),1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,slums detection,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,k-d tree,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,optimum index factor,1
Indonesia,"Department of Chemistry, Raya Street Jambi-Ma, Bulian KM 15, Mendalo Darat, Jambi, Indonesia, 36657",122461491,similarity criteria,1
Thailand,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",110489126,sem,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,sleep research,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,algorithms,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,feature extraction,1
Thailand,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",110489126,e-government,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,electrocardiography,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,wavelet transform,1
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,ecg signals,1
India,"Department of Electronics and Communication Engineering, Rourkela, OR, India, 769008",113869978,bi-temporal images,1
India,"Department of Electronics and Communication Engineering, Rourkela, OR, India, 769008",113869978,classification model,1
India,"Department of Electronics and Communication Engineering, Rourkela, OR, India, 769008",113869978,land use pattern,1
Indonesia,"Computer Science Center, Depok, Java, Indonesia, 16424",104757365,comparative study,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,intelligent systems,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computational model,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,intelligent agents,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,on-machines,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,adaptive ability,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,decision-based,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,nucleus detection,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,implementation aspects,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,its applications,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,logic programs,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,program transformations,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,improved techniques,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,logical inference,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,counterfactuals,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,non-monotonic reasoning,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computer programming,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,knowledge based systems,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,real-world,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,education,1
Indonesia,"Computer Science Center, Depok, Java, Indonesia, 16424",104757365,co-occurrence matrix,1
Indonesia,"Computer Science Center, Depok, Java, Indonesia, 16424",104757365,adaptive lee,1
Indonesia,"Computer Science Center, Depok, Java, Indonesia, 16424",104757365,texture units,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,information systems,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,research,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,problem solving,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computational complexity,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computer aided instruction,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,knowledge acquisition,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,mathematical models,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,constraint theory,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,application programs,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,knowledge base,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,teaching,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,applications,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,dual-process model,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,machine ethics,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,answer subsumption tabling,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,moral judgment,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,updates,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,based reasonings,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,moral philosophy,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,program updates,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,declarative debugging,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,dual transformation,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,intention recognition,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,tabled logic programming,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,dual program transformation,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,updates propagation,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,xsb prolog,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,evolution prospection,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,p-log,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,bayesian,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,evolutionary game theory,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,qualm system,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,mathematical,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,morals,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,judgment,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,moral transgressions,1
Indonesia,"Universitas Sumatera Utara, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",60069397,gray level thresholding,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,emotions,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,regret minimization,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,human mind,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,ethical behavior,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,stable models,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,counterfactual reasoning,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,critical thinking,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computer games,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,cognitive capability,1
Portugal,"Professor Emeritus of Departamento de Informática, Faculdade de Ciências e Tecnologia, Caparica, Portugal, 2829-516",120798584,computational technique,1
Indonesia,"Computer Science Center, Depok, Java, Indonesia, 16424",104757365,emphasis on applicability,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,market accessibility,1
Indonesia,"National Institute of Aeronautics and Space, Jl. Dr. Junjunan 135, Bandung, ID, Indonesia, 40173",100336132,change detection,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,environment quality,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,bilingual tasks,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,cross language information retrieval,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,computer programming languages,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,image features,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,augmented-vector approach,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,co-occurrence matrix features,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,erts-1,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,joint pair approach,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,landsat tm,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,multisensor fusion,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,principal component transform,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,semivariogram features,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,geographic information,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,geographic resources,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,windows,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,computer aided software engineering,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,synthetic aperture radar,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,image retrieval,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,formal languages,1
Indonesia,"National Institute of Aeronautics and Space, Jl. Dr. Junjunan 135, Bandung, ID, Indonesia, 40173",100336132,bi-temporal images,1
Indonesia,"National Institute of Aeronautics and Space, Jl. Dr. Junjunan 135, Bandung, ID, Indonesia, 40173",100336132,classification model,1
Indonesia,"National Institute of Aeronautics and Space, Jl. Dr. Junjunan 135, Bandung, ID, Indonesia, 40173",100336132,land use pattern,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,computer science,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,artificial intelligence,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,social networking (online),1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,query answering,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,image analysis,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,information analysis,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,parallel corpora,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,location,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,precision and recall,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,feature extraction and selection,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,question answering task,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,glossaries,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,document translation,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,machine dictionaries,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,geographic information systems,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,jpeg,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,multispectral,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,spectrometer,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,transform coding,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,remote sensing,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,expert systems,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,constraint theory,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,hyperspectral,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,data reduction,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,data acquisition,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,economic and social effects,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,environmental engineering,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,regional planning,1
Indonesia,"Department of Agricultural Socio-economics/Agribusiness, Jl. Perintis Kemerdekaan Km. 10, Kec, Makassar, South Sulawesi, Indonesia",113565376,economic growth,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,image compression and decompression,1
Indonesia,"Institut Teknologi Sepuluh Nopember, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",60070707,vector quantization,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,machine translation tools,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,tagging,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,relevance feedback,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,query set,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,transtool,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,commercial machine translation,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,english documents,1
Indonesia,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",104757263,query sets,1
