institution_country_1,institution_name_1,couple_1,couple_2,institution_name_2,institution_country_2,sum_paper
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,120994536,"Universitas Islam Syekh Yusuf (UNIS), Tangerang, Tangerang, Indonesia, 15118",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60014313,"University of Massachusetts Amherst, 300 Massachusetts Avenue, Amherst MA, MA, United States, 01003-9290",United States,3
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,123079305,"Department of Information System, Jl.H.R Rasuna Said Kav C-22, Kuningan, Jakarta, Indonesia, 12920",Indonesia,3
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,60013141,"Norges Teknisk-Naturvitenskapelige Universitet, Trondheim, Sor-Trondelag, Norway, 7491",Norway,3
Norway,"Department of Computer Science, Trondheim, Sor-Trondelag, Norway, 7491",103690177,103690824,"Department of Information Security and Communication Technology, Trondheim, Sor-Trondelag, Norway, 7491",Norway,3
Indonesia,"Faculty of Computer Science, Universtias Indonesia, Yogyakarta, Indonesia, 55283",112627945,60117888,"Cyber Security, TU Delft, Delft, Zuid-Holland, Netherlands",Netherlands,3
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,112627945,"Faculty of Computer Science, Universtias Indonesia, Yogyakarta, Indonesia, 55283",Indonesia,3
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",Indonesia,3
Indonesia,"Puspiptek Complex, Jl. Kuningan Barat, Mampang Prapatan, Jakarta, Java, Indonesia, 12710",123078119,123297803,"Communication and Information System Security Research Center, Indonesia",Indonesia,3
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,103212300,"Telecommunications Department, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",,3
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,60033010,"Intel Corporation, 2200 Mission College Blvd., Santa Clara, CA, United States, 95054-1549",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60105733,"Gunadarma University, Jl. Margonda Raya 100, Depok, West Java, Indonesia, 16424",Indonesia,3
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,120552312,"Department of Industrial Engineering, Jl. Gatot Subroto, PO Box 807 (PINDAD), Bandung, West Java, Bandung, Indonesia, 40285",Indonesia,3
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,115534586,"CONVERGE ICT Solutions and Services SA, 74 Panormou Street, Athens, Greece, 125 23",Greece,3
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60026810,"Vrije Universiteit Brussel, Pleinlaan 2, Brussels, BRU, Belgium, 1050",Belgium,3
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60003161,"University Politehnica of Bucharest, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,123224651,"Informatics Department of Mathematics, Jl. Ir. Sutami 36A, Kentingan Jebres Surakarta, Surakarta, Indonesia, 57126",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,114565762,"College of Computer Science and Information Technology, Al-Baha, Saudi Arabia",Saudi Arabia,3
Japan,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",112270602,104608856,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",United States,3
Australia,"SEEK Ltd., Melbourne, Australia",121033243,60014313,"University of Massachusetts Amherst, 300 Massachusetts Avenue, Amherst MA, MA, United States, 01003-9290",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,103690824,"Department of Information Security and Communication Technology, Trondheim, Sor-Trondelag, Norway, 7491",Norway,3
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,3
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,123297803,"Communication and Information System Security Research Center, Indonesia",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757713,"Department of Agroindustrial Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60110258,"Politeknik Negeri Sriwijaya, Jl. Srijaya Negara Bukit Besar, Palembang, Sumatera Selatan, Indonesia, 30139",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757401,"Department of Medical Biology, Depok, Java, Indonesia, 16424",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,118594380,"Australian Research Council Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), 2 George Street, Brisbane, QLD, Australia, 4000",Australia,3
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60024997,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60019578,"Monash University, Wellington Road, Melbourne, VIC, Australia, 3800",Australia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60005745,"University of Minnesota System, MN, United States",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757294,"Faculty of Computer Science and Information Technology, Depok, Java, Indonesia, 16424",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60013141,"Norges Teknisk-Naturvitenskapelige Universitet, Trondheim, Sor-Trondelag, Norway, 7491",Norway,3
Japan,"Graduate School of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",104260943,112250893,"Electrical Engineering Department, Sekolah Tinggi Teknik - PLN, Jakarta, Indonesia, 60111",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,123004553,"Digital Library and Distance, Depok, Java, Indonesia, 16424",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,122133290,"Digital Services Division, PT Telekomunikasi Indonesia, Jakarta Pusat, Jakarta, Indonesia, 10110",Indonesia,3
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,112250893,"Electrical Engineering Department, Sekolah Tinggi Teknik - PLN, Jakarta, Indonesia, 60111",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,109974865,"Department of Information Management, No.396, Sec. 1, Changrong Rd., Gueiren Dist., Tainan, Taiwan, 71101",Taiwan,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,115604549,"Depok, Depok, Java, Indonesia, 16424",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113504507,"Faculty of Science, Spui 21, Amsterdam, Noord-Holland, Netherlands, 1012 WX",Netherlands,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60118933,"Complexity Institute, Academic Building North, Level 1 Section B Unit No. 7, (ABN-01B-07), 61 Nanyang Drive, Singapore City, Singapore, 637335",Singapore,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60024324,"University of Iowa, Iowa City, IA, United States",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113397046,"School of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,3
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60076757,"Amazon.com, Inc., PO Box 81226, Seattle, WA, United States, 98108",United States,3
Indonesia,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",60105082,60069391,"Universitas Udayana, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",Indonesia,3
United States,"Lamont-Doherty Earth Observatory, 61 Rte. 9W., Palisades, NY, United States, 10964",60033011,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,3
United States,"Lamont-Doherty Earth Observatory, 61 Rte. 9W., Palisades, NY, United States, 10964",60033011,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,3
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,3
Norway,"Norges Teknisk-Naturvitenskapelige Universitet, Trondheim, Sor-Trondelag, Norway, 7491",60013141,103690824,"Department of Information Security and Communication Technology, Trondheim, Sor-Trondelag, Norway, 7491",Norway,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121452888,"STMIK Global Informatika MDP, Palembang, Palembang, Indonesia",Indonesia,3
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,122397156,"Universitas Indonesia, Jl. Lingkar UI, Depok, Depok, West Java, Indonesia, 16424",Indonesia,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,118584111,"Fakultě elektrotechniky a informatiky, Studentska 95, 532 10, Pardubice, Czech Republic, 2",Czech Republic,3
Germany,"Max Planck Institut für Informatik, Stuhlsatzenhausweg 85, Saarbrucken, Saarland, Germany, 66123",60000256,60009914,"Free University of Bozen-Bolzano, Universitätsplatz 1 - piazza Università 1 I-39100 Bozen-Bolzano, Bozen-Bolzano, BZ, Italy, 39100",Italy,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,117080912,"Department of Pediatric Dentistry, Depok, Java, Indonesia, 16424",Indonesia,3
United States,"Department of Geography, Knoxville, TN, United States",100261271,104676705,"Marine Geology and Geophysics, 61 Rte. 9W., Palisades, NY, United States, 10964",United States,3
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,116079411,"Faculty of Industrial Technology, Jl. Margonda Raya 100, Depok, West Java, Indonesia, 16424",Indonesia,3
Czech Republic,"University of Pardubice, Studentska 95, 532 10, Pardubice, Czech Republic, 2",60005809,118584111,"Fakultě elektrotechniky a informatiky, Studentska 95, 532 10, Pardubice, Czech Republic, 2",Czech Republic,3
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"Department of Geography, Knoxville, TN, United States",100261271,60024997,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",United States,2
Croatia,"University of Zagreb, Trg Republike Hrvatske 14, Zagreb, Croatia, 10000",60008408,112605579,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",United Kingdom,2
Croatia,"University of Zagreb, Trg Republike Hrvatske 14, Zagreb, Croatia, 10000",60008408,119050053,"STMIK Primakara Denpasar, Indonesia",Indonesia,2
Indonesia,"Department of Computer Science, Depok, Java, Indonesia, 16424",112837444,60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",Indonesia,2
Indonesia,"Informatics Department, Jln. Tamansari No. 6-8, Bandung, West Java, Indonesia, 40154",122930424,60105015,"Universitas Langlangbuana, Jalan Karapitan No.116, Bandung, Indonesia, 40261",Indonesia,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,60105733,"Gunadarma University, Jl. Margonda Raya 100, Depok, West Java, Indonesia, 16424",Indonesia,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,116079411,"Faculty of Industrial Technology, Jl. Margonda Raya 100, Depok, West Java, Indonesia, 16424",Indonesia,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,113176951,"Faculty of Engineering, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,113606204,"Information System Departement, Jl. Diponegoro 52-60, Salatiga, Java, Indonesia, 50711",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",United States,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,105843273,"Department of Dental Materials, Depok, Java, Indonesia, 16424",Indonesia,2
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,2
Indonesia,"Universitas Pembangunan Nasional Veteran Jakarta, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",60109077,121447971,"Faculty of Computer Science, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",Indonesia,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,117780162,"Research Interest Group Food Biotechnology, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,2
Italy,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",60028868,109696702,"Department of Computer Science, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",Italy,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,104757720,"Department of Marine Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,116113090,"Department of Business Administration, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,2
Indonesia,"Computer Science Faculty, Depok, Java, Indonesia, 16424",108173563,60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,122930424,"Informatics Department, Jln. Tamansari No. 6-8, Bandung, West Java, Indonesia, 40154",Indonesia,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,121800542,"Regional English Language Office (RELO), United State of America (USA), Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,122754820,"Solusi247, Jakarta, Indonesia",Indonesia,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,101550304,"Indonesia Agency for Health Research and Development, American Embassy, Jl, Medan Merdeka Selatan, No. 5, Jakarta, Indonesia, 10110",Indonesia,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,115030660,"Department of Information System, Depok, Java, Indonesia, 16424",Indonesia,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,60025272,"University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Tokyo, Japan, 113-8654",Japan,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121447971,"Faculty of Computer Science, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",Indonesia,2
Indonesia,"Department of Civil Engineering, Depok, Java, Indonesia, 16424",104757286,109652170,"Engineering Physics Department, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,60069400,"Universitas Trisakti, Jakarta, Java, Indonesia",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,103330213,"Department of Electrical, Private Bag 92019, Auckland, AUK, New Zealand, 1142",New Zealand,2
Indonesia,"Kampus UI Depok, Depok, Java, Indonesia, 16424",115807387,60069378,"University of Indonesia, RSUPN Dr. Cipto Mangunkusumo, Jalan Pangeran Diponegoro No.71, Kenari, Senen, RW.5, Kenari, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota, Jakarta, Indonesia, 10430",Indonesia,2
Taiwan,"Department of Chemical Engineering, 43 Keelung Road Section 4, Taipei, Taiwan, 106",112830802,100272197,"Department of Electrical Engineering, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",Indonesia,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,119094094,"Department of Culture and Arts, Albertinkuja 20, Oulu, Finland, 90101",Finland,2
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,104100909,"Center for Research Computing, Notre Dame, IN, United States",United States,2
Portugal,"Centro de Investigacao Marinha e Ambiental, Campus de Gambelas, Faro, Portugal, 8005-139",60013052,114249453,"Marine and Environmental Research Center, Campus da Penha, Faro, Portugal, 8000-117",Portugal,2
Netherlands,"University of Twente, Drienerlolaan 5, Enschede, Netherlands, 7522 NB",60020599,60032882,"Technische Universiteit Eindhoven, P.O. 513, Eindhoven, Netherlands, 5600",Netherlands,2
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,121766130,"Sustainable Development Services Department, Thailand",Thailand,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,114929020,"Department of Mathematics, Jl. Ketintang, Surabaya, Indonesia, 60231",Indonesia,2
United Kingdom,"School of Informatics, Old College South Bridge, Edinburgh, Scotland, United Kingdom, EH8 9YL",112605579,60069391,"Universitas Udayana, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",Indonesia,2
Indonesia,"Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",60103610,120994895,"Universitas Katolik Widya Mandira, Kupang, Indonesia",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120021708,"GDP Labs, Jl. Aipda K.S. Tubun II C No.8, Jakarta, Indonesia, 11410",Indonesia,2
United States,"Department of Geography, Knoxville, TN, United States",100261271,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,2
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60107900,"HP Italy Srl, Via Donat Cattin, 5, Cernusco sul Naviglio, Milan, Italy, 20063",Italy,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60072186,"Fraunhofer Institute for Open Communication Systems FOKUS, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",Germany,2
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,115030660,"Department of Information System, Depok, Java, Indonesia, 16424",Indonesia,2
Indonesia,"STMIK Nusa Mandiri, Jakarta, Indonesia",60107865,122423939,"AMIK BSI Bekasi, West-Java, Indonesia",Indonesia,2
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,121800748,"Department of Informatics Engineering, Jl. Perintis Kemerdekaan I/33, Tangerang Banten, Tangerang, Indonesia, 15117",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120901339,"Department of Information System, JL. A. Yani 117, Surabaya, East Java, Indonesia, 60237",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,112125972,"Fachbereich Informatik, Bibliothekstrasse 1, Bremen, Bremen, Germany, 28359",Germany,2
United States,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",60003038,60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",United States,2
Finland,"Department of Industrial Engineering and Management, PO Box 8000, Oulu, Finland, 90014",113185784,116113090,"Department of Business Administration, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
Finland,"Department of Industrial Engineering and Management, PO Box 8000, Oulu, Finland, 90014",113185784,121766130,"Sustainable Development Services Department, Thailand",Thailand,2
United States,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",104476028,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
Finland,"Department of Industrial Engineering and Management, PO Box 8000, Oulu, Finland, 90014",113185784,119094094,"Department of Culture and Arts, Albertinkuja 20, Oulu, Finland, 90101",Finland,2
,"Telecommunications Department, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",103212300,120851670,Beia Consult International,,2
United States,"Department of Geography, Knoxville, TN, United States",100261271,104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",United States,2
,"Telecommunications Department, Splaiul Independenței 313, Bucuresti, Bucharest, 60032",103212300,112988891,"R and D Department, BEIA Consult International, Bucharest, 041386",,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60011604,"Technical University of Berlin, Strasse des 17. Juni 135, Berlin, Germany, 10623",Germany,2
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60107956,"Hewlett Packard Enterprise, 3000 Hanover Street, Palo Alto, CA, United States, 94304-1112",United States,2
United States,"Department of Geography, Knoxville, TN, United States",100261271,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,2
Indonesia,"Department of Civil Engineering, Depok, Java, Indonesia, 16424",104757286,104757323,"Department of Architecture, Depok, Java, Indonesia, 16424",Indonesia,2
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60110404,"TECNALIA, Parque Científico y Tecnológico de Gipuzkoa. Mikeletegi Pasealekua 2, Donostia-San Sebastian, Guipuzcoa, Spain, 20009",Spain,2
Indonesia,"STMIK Nusa Mandiri, Jakarta, Indonesia",60107865,120017344,"Department of Management, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",Indonesia,2
Indonesia,"Department of Food Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",104757672,102969616,"Centre Project Coordination Unit, Jakarta, Indonesia",Indonesia,2
Indonesia,"Department of Computer Science, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",113730915,113905063,"Information System and Technology, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,2
United States,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",104476024,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
Indonesia,"Department of Food Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",104757672,104757286,"Department of Civil Engineering, Depok, Java, Indonesia, 16424",Indonesia,2
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,60110404,"TECNALIA, Parque Científico y Tecnológico de Gipuzkoa. Mikeletegi Pasealekua 2, Donostia-San Sebastian, Guipuzcoa, Spain, 20009",Spain,2
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,60107956,"Hewlett Packard Enterprise, 3000 Hanover Street, Palo Alto, CA, United States, 94304-1112",United States,2
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,60107900,"HP Italy Srl, Via Donat Cattin, 5, Cernusco sul Naviglio, Milan, Italy, 20063",Italy,2
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
United States,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",113854098,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,2
Indonesia,"Computer Science Faculty, Depok, Java, Indonesia, 16424",108173563,112270602,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",Japan,2
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,118429759,"Sekolah Teknik Elektro Dan Informatika, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,2
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,121985781,"Institut Teknologi Kreatif Bina Nusantara, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,2
United States,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",60003038,100261271,"Department of Geography, Knoxville, TN, United States",United States,2
United States,"Department of Geography, Knoxville, TN, United States",100261271,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
Slovenia,"Faculty of Civil and Geodetic Engineering, Kongresni trg 12, Ljubljana, Slovenia, 1000",104580806,104211192,"School of Computer Science and Informatics, Park Place, Cardiff, South Glamorgan, Wales, United Kingdom, CF10 3AT",United Kingdom,2
