couple_1,couple_2,sum_paper
information systems,graphical user interfaces,1
information systems,computational logic,1
information systems,correlation methods,2
information systems,positive correlations,1
information systems,hole filling algorithm,1
information systems,euclidean distance methods,2
information systems,vehicle speed measurement,2
information systems,closed circuit television,2
information systems,video recording,2
information systems,intelligent vehicle highway systems,1
information systems,fitness functions,1
information systems,name entity recognition,1
information systems,smart homes,1
information systems,communication towers,1
information systems,coverage area,1
information systems,disaster areas,1
information systems,multiple source,1
information systems,network expansion,1
information systems,research fields,1
information systems,robot formation,1
information systems,expansion,1
information systems,autonomous mobile robot,1
information systems,maximum entropy methods,1
information systems,information dissemination,1
information systems,word accuracies,2
information systems,skeleton extraction,1
information systems,mapping,1
information systems,e-government applications,2
information systems,individual acceptance,1
information systems,knowledge management implementations,1
information systems,top management support,1
information systems,organizational cultures,2
information systems,management information systems,1
information systems,reusability,1
information systems,discrete cosine transforms,2
information systems,tools,1
information systems,discrete cosine transform(dct),2
information systems,microsoft kinect,2
information systems,information system strategic planning,1
information systems,learning materials,1
information systems,cross-ambiguity function,2
information systems,passive coherent locations,2
information systems,single frequency networks,2
information systems,parallel processing systems,1
information systems,vehicle classification,3
information systems,web crawler,1
information systems,strategic planning,2
information systems,digital marketing,1
information systems,forecasting methods,2
information systems,statistical tests,1
information systems,weighted averages,2
information systems,training sets,2
information systems,systems engineering,1
information systems,children with autisms,1
information systems,visual languages,2
information systems,high quality,1
information systems,data representations,1
information systems,motion estimation,1
information systems,human motion analysis,1
information systems,tracking (position),2
information systems,fuzzy learning vector quantizations,1
information systems,automatic question answering,1
information systems,question answering,1
information systems,question answering systems,2
information systems,analogical reasoning,1
information systems,clustering methods,1
information systems,data distribution,1
information systems,biomedical fields,1
information systems,clustering approach,2
information systems,adaptive boosting,1
information systems,fetal head detection,1
information systems,unmanned aerial vehicles (uav),1
information systems,optimization algorithms,1
information systems,robot operating systems (ros),1
information systems,kalman filters,1
information systems,multi-object tracking,1
information systems,mammals,1
information systems,in-vitro,1
information systems,detection zones,1
information systems,traffic sensors,1
information systems,emergency traffic control,1
information systems,mouse liver,1
information systems,anesthetics,1
information systems,trichloroethylene,1
information systems,web database,1
information systems,logistic regressions,1
information systems,neural network algorithm,1
information systems,electrocardiogram signal,1
information systems,robust algorithm,1
information systems,three component,1
information systems,wavelet algorithms,1
information systems,fuzzy learning,1
information systems,electronic government,1
information systems,information and communication technologies,2
information systems,enterprise architectures,1
information systems,automatic approaches,1
information systems,development costs,1
information systems,post-editing,1
information systems,source language,1
information systems,target language,1
information systems,transfer rules,1
information systems,commercial bank,1
information systems,compliance analysis,1
information systems,it investments,1
information systems,investments,1
information systems,co-occurrence statistics,1
information systems,hybrid machine translation,1
information systems,linguistic rules,1
information systems,source material,1
information systems,statistical machine translation,1
information systems,target materials,1
information systems,budget control,1
information systems,industrial research,1
information systems,object oriented programming,1
information systems,behavioural specifications,1
information systems,development process,1
information systems,distributed object-oriented systems,1
information systems,ontology-based information systems,1
information systems,quality of product,1
information systems,software variabilities,1
information systems,specifications,1
information systems,automated analysis,1
information systems,automated features,1
information systems,feature modeling,1
information systems,software products,1
information systems,organization system,1
information systems,product configuration,1
information systems,product expression,1
information systems,product selection,1
information systems,set-theoretic operations,1
information systems,software product line engineerings,1
information systems,bins,1
information systems,machine learning models,1
information systems,neighboring information,1
information systems,output layer,1
information systems,time step,1
information systems,emotion analysis,1
information systems,emotion detection,1
information systems,two stage approach,1
information systems,business perspective,1
information systems,decision making process,1
information systems,fast-food restaurants,1
information systems,food services,1
information systems,location analysis,1
information systems,decision support system (dss),1
information systems,gis-based,1
information systems,government officials,1
information systems,web-based system,1
information systems,agriculture,1
information systems,magnetic resonance imaging,1
information systems,neurodegenerative diseases,1
information systems,alzheimer's,1
information systems,alzheimer's disease,1
information systems,local binary patterns,1
information systems,magnetic resonance images (mri),1
information systems,mild cognitive impairments (mci),1
information systems,orthogonal plane,1
information systems,support vector machine classifiers,1
information systems,features sets,1
information systems,graph cut,1
information systems,gray level co occurrence matrix(glcm),1
information systems,rgb colors,1
information systems,segmentation methods,1
information systems,distance measure,1
information systems,keypoint,1
information systems,matching score,1
information systems,potential features,1
information systems,automata theory,1
information systems,linear regression,1
information systems,cellular automata modeling,1
information systems,classification analysis,1
information systems,clustering analysis,1
information systems,fire danger rating,1
information systems,geo-spatial data,1
information systems,land use and land cover,1
information systems,multiple linear regression analysis,1
information systems,spatio-temporal dynamics,1
information systems,blood,1
information systems,cells,1
information systems,detection methods,1
information systems,double thresholding,1
information systems,plasmodium parasites,1
information systems,positive value,1
information systems,red blood cell,1
information systems,background segmentation,1
information systems,human skin detection,1
information systems,race classification,1
information systems,texture descriptor,1
information systems,texture descriptors,1
information systems,typical application,1
information systems,color image processing,1
information systems,meats,1
information systems,digital image,1
information systems,features extraction,1
information systems,gray-level co-occurrence matrix,1
information systems,depth sensors,1
information systems,discriminative features,1
information systems,grammar inference,1
information systems,set of rules,1
information systems,training example,1
information systems,de-noised signals,1
information systems,de-noising,1
information systems,hard thresholding,1
information systems,minimax,1
information systems,neighbourhood,1
information systems,optimal selection,1
information systems,soft threshold,1
information systems,stationary wavelet transforms,1
information systems,thresholding,1
information systems,visual inspection,1
information systems,wavelet domain,1
information systems,wavelet thresholding,1
information systems,mean square error,1
information systems,noise pollution control,1
information systems,signal denoising,1
information systems,failure factors,1
information systems,focus groups,1
information systems,soft systems,1
information systems,answer set programming,1
information systems,course timetabling,1
information systems,hard constraints,1
information systems,lightweight application,1
information systems,modeling course,1
information systems,real-world problem,1
information systems,soft constraint,1
information systems,improved techniques,1
information systems,logical inference,1
information systems,atmospheric composition,1
information systems,carbon,1
information systems,air temperature,1
information systems,correlation analysis,1
information systems,digital sensor nodes,1
information systems,environment conditions,1
information systems,light intensity,1
information systems,negative correlation,1
information systems,headlights,1
information systems,speed regulators,1
information systems,low light conditions,1
information systems,normalized cross-correlation,1
information systems,number of vehicles,1
information systems,speed measurement,1
information systems,traffic information,1
information systems,hole-filling,1
information systems,pin-hole models,1
information systems,speed estimation,1
information systems,vehicle speed,1
information systems,computing applications,1
information systems,drug discovery,1
information systems,end-users,1
information systems,gromacs,1
information systems,molecular dynamics simulations,1
information systems,multi-platform,1
information systems,pharmaceutical fields,1
information systems,amber,1
information systems,cable stayed bridges,1
information systems,chemical compounds,1
information systems,molecular mechanics,1
information systems,parallel architectures,1
information systems,molecular dynamics,1
information systems,automated guide vehicles,1
information systems,design architecture,1
information systems,environment change,1
information systems,environmental change,1
information systems,fuzzy inference systems,1
information systems,it problems,1
information systems,robot controls,1
information systems,system failures,1
information systems,machine design,1
information systems,ultrasonic sensors,1
information systems,information sources,1
information systems,inteligent transportation system (its),1
information systems,speed accuracy,1
information systems,traffic problems,1
information systems,video processing,1
information systems,mobile agents,1
information systems,video signal processing,1
information systems,centering theories,1
information systems,easy to implement techniques,1
information systems,extractive summarizations,1
information systems,human judgments,1
information systems,optimal ordering,1
information systems,relative order,1
information systems,sentence ordering,1
information systems,projects,1
information systems,context-aware,1
information systems,help systems,1
information systems,smart doors,1
information systems,autonomous robot,1
information systems,hardware and software implementations,1
information systems,hmm-based speech synthesis,1
information systems,parametric models,1
information systems,speech synthesis system,1
information systems,speech waveforms,1
information systems,synthesized speech,1
information systems,textual data,1
information systems,speech synthesis,1
information systems,government services,1
information systems,innovative product,1
information systems,qualitative methodologies,1
information systems,related entities,1
information systems,researcher mobility,1
information systems,sampling data,1
information systems,assessing knowledge,1
information systems,data gathering,1
information systems,it infrastructures,1
information systems,organizational capabilities,1
information systems,organizational structures,1
information systems,stratified random sampling,1
information systems,office buildings,1
information systems,analytical approach,1
information systems,knowledge database,1
information systems,knowledge management technology,1
information systems,organizational activities,1
information systems,quantitative method,1
information systems,least squares approximations,1
information systems,management science,1
information systems,societies and institutions,1
information systems,education and training,1
information systems,several variables,1
information systems,data centers,1
information systems,government institutions,1
information systems,manage information,1
information systems,mission objectives,1
information systems,operational costs,1
information systems,rapid growth,1
information systems,automatic translation,1
information systems,data-mining tools,1
information systems,training algorithms,1
information systems,cross-correlation function,1
information systems,cross-correlation value,1
information systems,high degree of accuracy,1
information systems,spectral domains,1
information systems,translation systems,1
information systems,cameras,1
information systems,strain measurement,1
information systems,potential benefits,1
information systems,research communities,1
information systems,research environment,1
information systems,resource description framework,1
information systems,structured data,1
information systems,evolutionary optimization algorithm,1
information systems,optimization criteria,1
information systems,optimization problems,1
information systems,segment selection,1
information systems,semantic image segmentations,1
information systems,radar,1
information systems,transmitters,1
information systems,bistatic radars,1
information systems,carrier frequency,1
information systems,multi-path effect,1
information systems,targets detection,1
information systems,automatic target recognition,1
information systems,guard intervals,1
information systems,pilot carrier,1
information systems,signal-on,1
information systems,multistatic radars,1
information systems,program processors,1
information systems,radar systems,1
information systems,association algorithms,1
information systems,central processor units,1
information systems,graphics processor units,1
information systems,matlab environment,1
information systems,parallel processing,1
information systems,parallel version,1
information systems,signal processing fields,1
information systems,approximation algorithms,1
information systems,business process model and notation (bpmn),1
information systems,complexity measures,1
information systems,cyclomatic complexity,1
information systems,graphical representations,1
information systems,process complexity,1
information systems,software complexity,1
information systems,accuracy problems,2
information systems,behavior trees,2
information systems,linear time temporal logic,2
information systems,test case specifications,2
information systems,science,2
information systems,embeddings,1
information systems,f1 scores,1
information systems,language detection,1
information systems,learning approach,1
information systems,offensive languages,1
information systems,organizational goals,1
information systems,planning objectives,1
information systems,forecasting modeling,1
information systems,forecasting performance,1
information systems,historical database,1
information systems,polynomial functions,1
information systems,polynomial interpolation,1
information systems,combination schemas,1
information systems,dynamic time warping,1
information systems,euclidean,1
information systems,model selection,1
information systems,training dataset,1
information systems,forecasting accuracy,1
information systems,generalization capability,1
information systems,kernel regression,1
information systems,optimal number,1
information systems,prediction performance,1
information systems,scientific publications,1
information systems,stationary time series,1
information systems,support vector regressions,1
information systems,experiments,1
information systems,extraction method,1
information systems,audition,1
information systems,silent speech interfaces,1
information systems,spatio temporal features,1
information systems,variable length,1
information systems,visual speech recognition,1
information systems,acoustic speech,1
information systems,audio-visual speech,1
information systems,automatic speech recognition,1
information systems,simple structures,1
information systems,single-modal,1
information systems,visual speech,1
information systems,hierarchical binary trees,1
information systems,human motion recognition,1
information systems,multi-class classification,1
information systems,randomly distributed,1
information systems,animation,1
information systems,color and depth images,1
information systems,convex hull algorithm,1
information systems,depth information,1
information systems,occlusion handling,1
information systems,partial occlusions,1
information systems,tracking accuracy,1
information systems,user interaction,1
information systems,cultivation,1
information systems,radial basis function networks,1
information systems,satellite imagery,1
information systems,accuracy of classifications,1
information systems,agriculture applications,1
information systems,moderate resolution imaging spectroradiometer,1
information systems,multi-class classifier,1
information systems,radial basis function(rbf),1
information systems,radiometers,1
information systems,computer simulation languages,1
information systems,automatic modeling,1
information systems,automatic translators,1
information systems,commonality and variability,1
information systems,design and implementations,1
information systems,executable model,1
information systems,software product lines,1
information systems,unified modeling language,1
information systems,consumer healths,1
information systems,dictionary-based,1
information systems,personalized healths,1
information systems,question-answering services,1
information systems,health,1
information systems,question analysis,1
information systems,question-answer pairs,1
information systems,statistical learning,1
information systems,artificial neural network classifiers,1
information systems,aircraft,1
information systems,detectors,1
information systems,ada boost classifiers,1
information systems,average errors,1
information systems,military surveillance,1
information systems,quad rotors,1
information systems,security application,1
information systems,complex procedure,1
information systems,intuitive control systems,1
information systems,intuitive controls,1
information systems,learning curves,1
information systems,tele-operations,1
information systems,anthropomorphic robots,1
information systems,bandpass filters,1
information systems,trajectories,1
information systems,estimation results,1
information systems,low frame rate video,1
information systems,size and shape,1
information systems,sperm motility,1
information systems,sperm tracking,1
information systems,video sequences,1
information systems,image coding,1
information systems,bag-of-visual-words,1
information systems,embryo quality,1
information systems,human embryo,1
information systems,mouse embryos,1
information systems,subjective assessments,1
information systems,compression ratio (machinery),1
information systems,compression algorithms,1
information systems,compression scheme,1
information systems,hardware devices,1
information systems,set partitioning in hierarchical trees algorithms,1
information systems,filtering algorithm,1
information systems,if there are,1
information systems,navigation devices,1
information systems,smartphones,1
information systems,ahp method,1
information systems,metric values,1
information systems,object oriented software,1
information systems,object-oriented software designs,1
information systems,promethee,1
information systems,promethee method,1
information systems,quality factors,1
information systems,computer software selection and evaluation,1
information systems,human heart,1
information systems,open problems,1
information systems,business functions,1
information systems,deployment diagrams,1
information systems,enterprise resource planning systems,1
information systems,entity relationship diagrams,1
information systems,generic process models,1
information systems,use case diagram,1
information systems,customer support,1
information systems,financial resources,1
information systems,market share,1
information systems,marketing campaign,1
information systems,marketing strategy,1
information systems,online marketing,1
information systems,complex learning,1
information systems,faster convergence,1
information systems,model accuracy,1
information systems,neural network model,1
information systems,neural networks model,1
information systems,specific learning,1
information systems,deep neural networks,1
information systems,elementary operations,1
information systems,matrix theory,1
information systems,numerical experiments,1
information systems,q r decomposition,1
information systems,bibliographies,1
information systems,harvesting,1
information systems,bibliography datum,1
information systems,computer library,1
information systems,data and information,1
information systems,multi-thread,1
information systems,multi-threading,1
information systems,visual studios,1
information systems,web crawling,1
information systems,genes,1
information systems,apnea detection,1
information systems,cost-sensitive learning,1
information systems,machine learning problem,1
information systems,particular distribution,1
information systems,synthetic minority over-sampling techniques,1
information systems,bayesian networks,1
information systems,accurate tracking,1
information systems,bayesian approaches,1
information systems,bayesian perspective,1
information systems,evolutionary optimizations,1
information systems,filter algorithm,1
information systems,particle markov chain monte carlo,1
information systems,visual tracking algorithm,1
information systems,energy-potentials,1
information systems,feature vectors,1
information systems,loss functions,1
information systems,missing values,1
information systems,parameterized,1
information systems,structured supports,1
information systems,dimensional parameters,1
information systems,ellipse hough transforms,1
information systems,gain performance,1
information systems,major axis,1
information systems,accuracy rate,1
information systems,fuzzy neuro,1
information systems,learning methods,1
information systems,approximation results,1
information systems,speckle reducing anisotropic diffusion,1
information systems,speed improvement,1
information systems,synthetic images,1
information systems,voting mechanism,1
information systems,ultrasonics,1
information systems,average delay,1
information systems,electrocardiograph signals,1
information systems,highly-portable,1
information systems,random forest algorithm,1
information systems,single-board computers,1
information systems,heart beat detections,1
information systems,original algorithms,1
information systems,sigmoid membership functions,1
information systems,circadian rhythms,1
information systems,arrhytmia,1
information systems,classification performance,1
information systems,discriminant functions,1
information systems,pivot point,1
information systems,distributed traffic light control,1
information systems,principle component analysis,1
information systems,recognition methods,1
information systems,traffic conditions,1
information systems,traffic light,1
information systems,traffic systems,1
information systems,backpropagation algorithms,1
information systems,area-based,1
information systems,strategic role,1
information systems,public key cryptography,1
information systems,certification authorities,1
information systems,public-key infrastructure,1
information systems,regional government,1
information systems,lebak regency government,1
information systems,ward & peppard,1
information systems,e-learning systems,1
information systems,effectiveness and efficiencies,1
information systems,learning activity,1
information systems,digital preservation,1
information systems,geographical area,1
information systems,integrated approach,1
information systems,natural history,1
information systems,research progress,1
information systems,research results,1
information systems,seamless integration,1
information systems,integrated control,1
information systems,stress intensity factors,1
information systems,historic preservation,1
computer science,indonesia,2
computer science,knowledge management,1
computer science,e-government,1
computer science,artificial intelligence,3
computer science,e-learning,2
computer science,algorithms,11
computer science,learning systems,3
computer science,semantic web,1
computer science,data mining,1
computer science,neural networks,1
computer science,information retrieval,3
computer science,security of data,1
computer science,feature extraction,4
computer science,vector quantization,9
computer science,computer simulation,2
computer science,cloud computing,1
computer science,classification (of information),1
computer science,service quality,1
computer science,linguistics,1
computer science,access control,1
computer science,natural language processing systems,1
computer science,time series,3
computer science,robots,2
computer science,generalized learning vector quantization,7
computer science,data integration,1
computer science,birds,2
computer science,translation (languages),1
computer science,social networking (online),1
computer science,information management,1
computer science,ontology design,1
computer science,electrocardiography,5
computer science,surveys,1
computer science,data handling,1
computer science,principal component analysis,2
computer science,decision trees,3
computer science,research,5
computer science,forecasting,3
computer science,digital libraries,1
computer science,indonesian languages,1
computer science,critical success factor,1
computer science,websites,1
computer science,enterprise resource planning,2
computer science,graphic methods,2
computer science,web ontology language,1
computer science,text mining,1
computer science,support vector machines,1
computer science,image segmentation,2
computer science,government data processing,2
computer science,extreme learning machine,2
computer science,sensors,1
computer science,user experience,2
computer science,structural equation modeling,1
computer science,machine translations,2
computer science,vehicle detection,1
computer science,analytical hierarchy process,1
computer science,business process model,2
computer science,industry,2
computer science,project management,1
computer science,rule based,1
computer science,software design,1
computer science,reverse engineering,1
computer science,traffic congestion,2
computer science,query answering,1
computer science,computational complexity,1
computer science,digital storage,1
computer science,diseases,2
computer science,state of the art,1
computer science,knowledge acquisition,1
computer science,vehicles,2
computer science,cluster analysis,1
computer science,fuzzy logic,2
computer science,image processing,1
computer science,data structures,1
computer science,design,3
computer science,image reconstruction,1
computer science,learning vector quantization,1
computer science,ellipse detection,2
computer science,human resource management,1
computer science,students,1
computer science,quality control,1
computer science,computer aided language translation,1
computer science,parallel corpora,1
computer science,network routing,1
computer science,axiomatization,1
computer science,computers,4
computer science,feature extraction methods,2
computer science,gaussian mixture model,3
computer science,object recognition,2
computer science,data sets,2
computer science,ecg signals,3
computer science,geometry,2
computer science,hardware,2
computer science,forestry,2
computer science,learning contents,1
computer science,personalizations,1
computer science,student-centered learning,1
computer science,similarity measure,1
computer science,sleep research,2
computer science,hough transforms,1
computer science,feature extraction and classification,2
computer science,classification system,3
computer science,sales,1
computer science,small and medium enterprise,2
computer science,social networks,1
computer science,information theory,1
computer science,speech transmission,1
computer science,monte carlo methods,1
computer science,linked datum,1
computer science,traffic jams,1
computer science,job search,1
computer science,polysomnography,1
computer science,gesture recognition,1
computer science,pixels,1
computer science,precision and recall,1
computer science,cross validation,1
computer science,feature extraction and selection,1
computer science,number of clusters,1
computer science,euclidean distance,2
computer science,fuzzy systems,2
computer science,genetic algorithms,1
computer science,multiple kernel learning,1
computer science,time series forecasting,2
computer science,time-series data,2
computer science,intelligent buildings,1
computer science,automation,1
computer science,open dynamics engines,1
computer science,communication,1
computer science,telecommunication networks,1
computer science,interoperability,1
computer science,competition,1
computer science,partial least square (pls),1
computer science,enterprise resource planning (erp),1
computer science,learning management system,1
computer science,adaptive learning,1
computer science,marketing,1
computer science,non-parametric,2
computer science,training and testing,2
computer science,data preprocessing,2
computer science,sleep stage,2
computer science,question answering task,1
computer science,sleep stages classifications,2
computer science,classification results,1
computer science,hierarchical systems,1
computer science,fetal monitoring,1
computer science,fetal head,1
computer science,codebooks,1
computer science,ultrasound images,1
computer science,ultrasonic applications,1
computer science,control systems,2
computer science,human bodies,1
computer science,heart beats,1
computer science,training process,1
computer science,facebook,1
computer science,linguistic knowledge,1
computer science,impact analysis,1
computer science,binary classification,1
computer science,directed acyclic graph (dag),1
computer science,remote sensing technology,1
computer science,cross correlations,1
computer science,edge detection,1
computer science,three dimensional,2
computer science,complex background,2
computer science,pattern matching,1
computer science,feature descriptors,2
computer science,cellular automata,1
computer science,medical imaging,1
computer science,diagnosis,1
computer science,canny edge detection,1
computer science,classification accuracy,1
computer science,cultural heritages,2
computer science,performance comparison,1
computer science,musculoskeletal system,2
computer science,performance analysis,1
computer science,e-government systems,1
computer science,social interactions,2
computer science,soft systems methodology,1
computer science,correlation methods,1
computer science,hole filling algorithm,1
computer science,euclidean distance methods,2
computer science,vehicle speed measurement,2
computer science,closed circuit television,2
computer science,video recording,1
computer science,intelligent vehicle highway systems,1
computer science,fitness functions,1
computer science,smart homes,1
computer science,communication towers,1
computer science,coverage area,1
computer science,disaster areas,1
computer science,multiple source,1
computer science,network expansion,1
computer science,research fields,1
computer science,robot formation,1
computer science,expansion,1
computer science,autonomous mobile robot,1
computer science,information dissemination,1
computer science,word accuracies,1
computer science,skeleton extraction,1
computer science,e-government applications,1
computer science,knowledge management implementations,1
computer science,top management support,1
computer science,organizational cultures,1
computer science,reusability,1
computer science,discrete cosine transforms,2
computer science,tools,1
computer science,discrete cosine transform(dct),2
computer science,microsoft kinect,2
computer science,rdf data,1
computer science,ux aspects,1
computer science,learning management system (lms),1
computer science,distance education,1
computer science,learning materials,1
