id_scopus,h_index,indexed_name,given_name,surname,full_name,current_affiliation_id,affil_name,affil_address,affil_city,affil_state,affil_country,affil_postal_code,dosen_fasilkom,sum_paper,lower_full_name
56705417200,1,Vongvitayapirom B.,Bordin,Vongvitayapirom,Bordin Vongvitayapirom,113176951,Faculty of Engineering,50 Phahonyothin Road,Bangkok,,Thailand,,no,1,bordin vongvitayapirom
56716377100,1,Fatih G.,Ghilman,Fatih,Ghilman Fatih,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,ghilman fatih
56652184500,1,Limupa A.,Arieffender,Limupa,Arieffender Limupa,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,arieffender limupa
56208949800,3,Zen R.A.M.,Remmy A.M.,Zen,Remmy A.M. Zen,113845589,Department of Computer Science,21 Lower Kent Ridge Road,Singapore City,,Singapore,119077,no,4,remmy a m zen
56613287100,1,Hidayat L.S.,Luqman Syauqi,Hidayat,Luqman Syauqi Hidayat,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,luqman syauqi hidayat
56505502400,1,Abednego N.,Nathan,Abednego,Nathan Abednego,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,nathan abednego
56940884300,0,Rofalina F.,Fanny,Rofalina,Fanny Rofalina,60069377,Universitas Indonesia,,Depok,Java,Indonesia,16424,no,2,fanny rofalina
57204007351,3,Wahyuni S.,Sri,Wahyuni,Sri Wahyuni,60069412,Universitas Jember,"Jalan Kalimantan No. 37, Kampus Tegalboto",Jember,East Java,Indonesia,68121,no,1,sri wahyuni
56119246100,3,Praptono N.H.,Nursidik Heru,Praptono,Nursidik Heru Praptono,112837444,Department of Computer Science,,Depok,Java,Indonesia,16424,no,4,nursidik heru praptono
56095170400,1,Setyady S.T.,Stella Tantra,Setyady,Stella Tantra Setyady,60069377,Universitas Indonesia,,Depok,Java,Indonesia,16424,no,1,stella tantra setyady
56192194900,1,Lestari D.M.,Devita Mira,Lestari,Devita Mira Lestari,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,devita mira lestari
56536300100,1,Ero J.,Joni,Ero,Joni Ero,115032348,Faculty of Computer Science,"Kampus Baru UI, Depok, Jawa Barat",Depok,,Indonesia,16424,no,1,joni ero
56521542300,1,Herbowo A.,Arfian,Herbowo,Arfian Herbowo,110895154,Faculty of Computer Science,,Depok,Java,Indonesia,16424,no,1,arfian herbowo
