affiliation_id,complete_affiliation,sum_people,affil_name,affil_address,affil_city,affil_state,affil_country,affil_postal_code
103520814,"Department of Psychopedagogy and Andragogy, 2900, boul. Édouard-Montpetit, Montreal, QC, Canada, H3T 1J4",1,Department of Psychopedagogy and Andragogy,"2900, boul. Édouard-Montpetit",Montreal,QC,Canada,H3T 1J4
108613238,"Department of Instructional Technology and Learning Sciences, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",1,Department of Instructional Technology and Learning Sciences,1600 Old Main Hill,Logan,UT,United States,84322-1400
113004046,"Technology and Engineering Education, United States",1,Technology and Engineering Education,,,,United States,
60005809,"University of Pardubice, Studentska 95, 532 10, Pardubice, Czech Republic, 2",1,University of Pardubice,"Studentska 95, 532 10",Pardubice,,Czech Republic,2
122818049,"Department of Elecrical Endineering, Studentska 95, 532 10, Pardubice, Czech Republic, 2",1,Department of Elecrical Endineering,"Studentska 95, 532 10",Pardubice,,Czech Republic,2
123076911,"Indonesia Campus ITS, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",1,Indonesia Campus ITS,Gedung Rektorat Lantai 2,Surabaya,East Java,Indonesia,60111
118584111,"Fakultě elektrotechniky a informatiky, Studentska 95, 532 10, Pardubice, Czech Republic, 2",1,Fakultě elektrotechniky a informatiky,"Studentska 95, 532 10",Pardubice,,Czech Republic,2
123078119,"Puspiptek Complex, Jl. Kuningan Barat, Mampang Prapatan, Jakarta, Java, Indonesia, 12710",1,Puspiptek Complex,"Jl. Kuningan Barat, Mampang Prapatan",Jakarta,Java,Indonesia,12710
100655206,"ERA a.s., Prumyslova 387, Pardubice, Czech Republic, 530 03",1,ERA a.s.,Prumyslova 387,Pardubice,,Czech Republic,530 03
104580806,"Faculty of Civil and Geodetic Engineering, Kongresni trg 12, Ljubljana, Slovenia, 1000",1,Faculty of Civil and Geodetic Engineering,Kongresni trg 12,Ljubljana,,Slovenia,1000
123412936,"CVS Mobile, Slovenia",1,CVS Mobile,,,,Slovenia,
104211192,"School of Computer Science and Informatics, Park Place, Cardiff, South Glamorgan, Wales, United Kingdom, CF10 3AT",2,School of Computer Science and Informatics,Park Place,Cardiff,"South Glamorgan, Wales",United Kingdom,CF10 3AT
60010325,"Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende, Via Pietro Bucci - Cubo 41C, Rende, CS, Italy, 87036",1,"Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende",Via Pietro Bucci - Cubo 41C,Rende,CS,Italy,87036
121516187,"Meraka Cyberinfrastructure, Meiring Naude Road, Pretoria, Gauteng, South Africa, 1",1,Meraka Cyberinfrastructure,Meiring Naude Road,Pretoria,Gauteng,South Africa,1
122273309,"School of Compputing, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",1,School of Compputing,"Jl.Telekomunikasi 1, Dayeuh Kolot",Bandung West Java,West Java,Indonesia,40257
60031004,"University of Queensland, St Lucia, Brisbane, QL, Australia, 4072",1,University of Queensland,St Lucia,Brisbane,QL,Australia,4072
60011019,"Queensland University of Technology QUT, 2 George Street, Brisbane, QLD, Australia, 4000",1,Queensland University of Technology QUT,2 George Street,Brisbane,QLD,Australia,4000
123297803,"Communication and Information System Security Research Center, Indonesia",1,Communication and Information System Security Research Center,,,,Indonesia,
111157152,"Informatics Department, Jl. M.H. Thamrin Boulevard, Tangerang, Banten, Indonesia, 15811",1,Informatics Department,Jl. M.H. Thamrin Boulevard,Tangerang,Banten,Indonesia,15811
108448369,"Faculty of Engineering, Sudirman Streeth 51, Jakarta, Indonesia, 12930",1,Faculty of Engineering,Sudirman Streeth 51,Jakarta,,Indonesia,12930
118594380,"Australian Research Council Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), 2 George Street, Brisbane, QLD, Australia, 4000",1,Australian Research Council Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS),2 George Street,Brisbane,QLD,Australia,4000
112729833,"Department of Computer Science, 27 King's College Circle, Toronto, ON, Canada, M5S 1A1",1,Department of Computer Science,27 King's College Circle,Toronto,ON,Canada,M5S 1A1
103608659,"School of Computer Science and Information Technology, GPO Box 2476V, Melbourne, Vic, Australia, 3001",2,School of Computer Science and Information Technology,GPO Box 2476V,Melbourne,Vic,Australia,3001
120049198,"Ministry of Industry, Jl. Gatot Subroto Kav.52-53, Jakarta, Indonesia, 12950",1,Ministry of Industry,Jl. Gatot Subroto Kav.52-53,Jakarta,,Indonesia,12950
103939784,"Institute for Theoretical Computer Science, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",1,Institute for Theoretical Computer Science,Nöthnitzer Strasse 43,Dresden,Sachsen,Germany,1187
60019578,"Monash University, Wellington Road, Melbourne, VIC, Australia, 3800",1,Monash University,Wellington Road,Melbourne,VIC,Australia,3800
60024751,"Nagoya Institute of Technology, Gokiso-cho, Showa-ku, Nagoya, Aichi, Japan, 466-8555",2,Nagoya Institute of Technology,"Gokiso-cho, Showa-ku",Nagoya,Aichi,Japan,466-8555
113565783,"Department of Computer Science and Engineering, Gokiso-cho, Showa-ku, Nagoya, Aichi, Japan, 466-8555",1,Department of Computer Science and Engineering,"Gokiso-cho, Showa-ku",Nagoya,Aichi,Japan,466-8555
60013141,"Norges Teknisk-Naturvitenskapelige Universitet, Trondheim, Sor-Trondelag, Norway, 7491",1,Norges Teknisk-Naturvitenskapelige Universitet,,Trondheim,Sor-Trondelag,Norway,7491
103690824,"Department of Information Security and Communication Technology, Trondheim, Sor-Trondelag, Norway, 7491",1,Department of Information Security and Communication Technology,,Trondheim,Sor-Trondelag,Norway,7491
112450056,"Department of Computer Science, 6100 Main Street, Houston, TX, United States, 77005-1827",1,Department of Computer Science,6100 Main Street,Houston,TX,United States,77005-1827
103060925,"School of Computer Science, 200 University Avenue West, Waterloo, ON, Canada, N2L 3G1",1,School of Computer Science,200 University Avenue West,Waterloo,ON,Canada,N2L 3G1
122133290,"Digital Services Division, PT Telekomunikasi Indonesia, Jakarta Pusat, Jakarta, Indonesia, 10110",1,Digital Services Division,"PT Telekomunikasi Indonesia, Jakarta Pusat",Jakarta,,Indonesia,10110
113529656,"Biomedical Engineering Study Program, Depok, Java, Indonesia, 16424",1,Biomedical Engineering Study Program,,Depok,Java,Indonesia,16424
60069415,"Tarumanagara University, Jakarta, Java, Indonesia",1,Tarumanagara University,,Jakarta,Java,Indonesia,
109524105,"Climatological and Geophysical Agency, Jakarta, Jakarta, Indonesia, 10720",1,Climatological and Geophysical Agency,Jakarta,Jakarta,,Indonesia,10720
120498330,"Department of Management Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Department of Management Information Systems,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
113835662,"Graduate Program in Information System Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Graduate Program in Information System Management,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
121884523,"STMIK MDP Palembang, South Sumatera, Palembang, Indonesia",1,STMIK MDP Palembang,South Sumatera,Palembang,,Indonesia,
60105082,"Universitas Negeri Surabaya, Jl. Ketintang, Surabaya, Indonesia, 60231",1,Universitas Negeri Surabaya,Jl. Ketintang,Surabaya,,Indonesia,60231
60019702,"University of Birmingham, Ring Road, Birmingham, West Midlands, United Kingdom, B15 2TT",1,University of Birmingham,Ring Road,Birmingham,West Midlands,United Kingdom,B15 2TT
60103907,"Nippon Hoso Kyokai, 2-2-1 Jinnan, Tokyo, Tokyo, Japan, 150-8001",1,Nippon Hoso Kyokai,2-2-1 Jinnan,Tokyo,Tokyo,Japan,150-8001
104581980,"Department of Computer Science, 2-12-1 O-Okayama, Tokyo, Tokyo, Japan, 152-8550",1,Department of Computer Science,2-12-1 O-Okayama,Tokyo,Tokyo,Japan,152-8550
104260943,"Graduate School of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",1,Graduate School of Science and Technology,8916-5 Takayamacho,Ikoma,Nara,Japan,630-0192
60104653,"Universite Grenoble Alpes, 621 avenue Centrale, Saint Martin d'Heres, Auvergne-Rhone-Alpes, France, 38400",1,Universite Grenoble Alpes,621 avenue Centrale,Saint Martin d'Heres,Auvergne-Rhone-Alpes,France,38400
60071354,"Hanoi University of Science and Technology, No. 1 - Dai Co Viet road, Hanoi, Viet Nam",1,Hanoi University of Science and Technology,No. 1 - Dai Co Viet road,Hanoi,,Viet Nam,
60031214,"Université d'Avignon et des Pays du Vaucluse, 74, rue Louis Pasteur, Avignon, France, 84029",1,Université d'Avignon et des Pays du Vaucluse,"74, rue Louis Pasteur",Avignon,,France,84029
112250893,"Electrical Engineering Department, Sekolah Tinggi Teknik - PLN, Jakarta, Indonesia, 60111",1,Electrical Engineering Department,Sekolah Tinggi Teknik - PLN,Jakarta,,Indonesia,60111
104416009,"Language Technologies Institute, 5000 Forbes Avenue, Pittsburgh, PA, United States, 15213",1,Language Technologies Institute,5000 Forbes Avenue,Pittsburgh,PA,United States,15213
60032325,"Japan National Institute of Information and Communications Technology, 4-2-1 Nukuikitamachi, Koganei, Tokyo, Japan, 184-8795",1,Japan National Institute of Information and Communications Technology,4-2-1 Nukuikitamachi,Koganei,Tokyo,Japan,184-8795
60087584,"Universitas Kristen Maranatha, Jl. Prof. drg. Suria Sumantri, MPH. No. 65, Bandung, West Java, Indonesia, 40164",1,Universitas Kristen Maranatha,"Jl. Prof. drg. Suria Sumantri, MPH. No. 65",Bandung,West Java,Indonesia,40164
112693276,"HELP University, Damansara Heights, Kuala Lumpur, Selangor, Malaysia, 50490",1,HELP University,Damansara Heights,Kuala Lumpur,Selangor,Malaysia,50490
114165345,"CNRS - UMR 8623, 3/2 Street, Can Tho, Viet Nam",1,CNRS - UMR 8623,3/2 Street,Can Tho,,Viet Nam,
60027031,"Institut de Recherche en Informatique et Systèmes Aléatoires, 263 Avenue du Général Leclerc, CS 74205, Rennes, France, 35042",1,Institut de Recherche en Informatique et Systèmes Aléatoires,"263 Avenue du Général Leclerc, CS 74205",Rennes,,France,35042
60008134,"CNRS Centre National de la Recherche Scientifique, 3 rue Michel-Ange, Paris, France, 75794",1,CNRS Centre National de la Recherche Scientifique,3 rue Michel-Ange,Paris,,France,75794
60106208,"Laboratoire de Recherche en Informatique, Bât 650 Ada Lovelace / Bat 660 Claude Shannon, Université Paris Sud Rue Noetzlin, Gif-sur-Yvette, France, 91190",1,Laboratoire de Recherche en Informatique,"Bât 650 Ada Lovelace / Bat 660 Claude Shannon, Université Paris Sud Rue Noetzlin",Gif-sur-Yvette,,France,91190
109138629,"Information School, Western Bank, Sheffield, United Kingdom, S10 2TN",1,Information School,Western Bank,Sheffield,,United Kingdom,S10 2TN
60031101,"University of Cambridge, The Old Schools, Trinity Lane, Cambridge, Cambridgeshire, United Kingdom, CB2 1TN",1,University of Cambridge,"The Old Schools, Trinity Lane",Cambridge,Cambridgeshire,United Kingdom,CB2 1TN
100805340,"Graham Technology Plc, 41 Carlyle Avenue, Hillington, Glasgow, Scotland, United Kingdom, G52 4XX",1,Graham Technology Plc,"41 Carlyle Avenue, Hillington",Glasgow,Scotland,United Kingdom,G52 4XX
119050053,"STMIK Primakara Denpasar, Indonesia",1,STMIK Primakara Denpasar,,,,Indonesia,
60005745,"University of Minnesota System, MN, United States",1,University of Minnesota System,,,MN,United States,
60069391,"Universitas Udayana, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",1,Universitas Udayana,"Kampus Bukit Jimbaran, Kabupaten Badung,",Bali,West Nusa Tenggara,Indonesia,
123060844,"CLOUDS Laboratory, The University of Melbourne, Melbourne, VIC, Australia, 3010",1,CLOUDS Laboratory,The University of Melbourne,Melbourne,VIC,Australia,3010
123384514,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, 7/26 Sir J. Monash Dr., Caulfield E., Melbourne, VIC, Australia, 8001",1,Cloud Computing and Distributed Systems (CLOUDS) Laboratory,"7/26 Sir J. Monash Dr., Caulfield E.",Melbourne,VIC,Australia,8001
104757401,"Department of Medical Biology, Depok, Java, Indonesia, 16424",1,Department of Medical Biology,,Depok,Java,Indonesia,16424
60106585,"Universitas Malikussaleh, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",1,Universitas Malikussaleh,Main Campus Cot Tengku Nie Reuleut,Aceh Utara,Aceh,Indonesia,
122136347,"Faculty of Information Technology, Depok, Java, Indonesia, 16424",1,Faculty of Information Technology,,Depok,Java,Indonesia,16424
60016775,"International Islamic University Malaysia, P.O. Box 10, 50728, Kuala Lumpur, Malaysia, Malaysia, 50728",1,International Islamic University Malaysia,"P.O. Box 10, 50728",Kuala Lumpur,Malaysia,Malaysia,50728
60117888,"Cyber Security, TU Delft, Delft, Zuid-Holland, Netherlands",1,"Cyber Security, TU Delft",,Delft,Zuid-Holland,Netherlands,
121790813,"College of Health Sciences (Sekolah Tinggi Ilmu Kesehatan) Hang Tuah, Surabaya, Indonesia",1,College of Health Sciences (Sekolah Tinggi Ilmu Kesehatan) Hang Tuah,,Surabaya,,Indonesia,
113962845,"Laboratory of Pharmacology, 1st Floor of Rektorat Building Veteran Street, Malang, East Java, Indonesia, 65145",1,Laboratory of Pharmacology,1st Floor of Rektorat Building Veteran Street,Malang,East Java,Indonesia,65145
110595146,"Department of Computer Science, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",3,Department of Computer Science,"Kampus Bukit Jimbaran, Kabupaten Badung,",Bali,West Nusa Tenggara,Indonesia,
122397156,"Universitas Indonesia, Jl. Lingkar UI, Depok, Depok, West Java, Indonesia, 16424",1,Universitas Indonesia,"Jl. Lingkar UI, Depok",Depok,West Java,Indonesia,16424
117080912,"Department of Pediatric Dentistry, Depok, Java, Indonesia, 16424",2,Department of Pediatric Dentistry,,Depok,Java,Indonesia,16424
116079411,"Faculty of Industrial Technology, Jl. Margonda Raya 100, Depok, West Java, Indonesia, 16424",2,Faculty of Industrial Technology,Jl. Margonda Raya 100,Depok,West Java,Indonesia,16424
115157111,"Faculty of Computer Science, UNamur, United States",1,Faculty of Computer Science,UNamur,,,United States,
60102127,"Aix Marseille Université, 58 Boulevard Charles Livon, Marseille, France, 13284",1,Aix Marseille Université,58 Boulevard Charles Livon,Marseille,,France,13284
60118847,"School of Computing and Information Systems, The University of Melbourne, Melbourne, VIC, Australia, 3010",1,School of Computing and Information Systems,The University of Melbourne,Melbourne,VIC,Australia,3010
114942382,"Alumni Association, Indonesian Computing Olympiad Team, Indonesia",1,Alumni Association,Indonesian Computing Olympiad Team,,,Indonesia,
113035762,"Department of Geography, Depok, Java, Indonesia, 16424",1,Department of Geography,,Depok,Java,Indonesia,16424
60016605,"Charles University, Ovocnu trh 3-5, Prague Praha, Czech Republic, 11636",1,Charles University,Ovocnu trh 3-5,Prague Praha,,Czech Republic,11636
121771747,"Univesitas Mercu Buana, STIKOM CKI, Jakarta, West Sulawesi, Indonesia, 11510",1,Univesitas Mercu Buana,STIKOM CKI,Jakarta,West Sulawesi,Indonesia,11510
104599286,"Institute of Computer Science, Wilhelmsplatz 1, Gottingen, Niedersachsen, Germany, 37073",1,Institute of Computer Science,Wilhelmsplatz 1,Gottingen,Niedersachsen,Germany,37073
112605630,"Department of Computer Engineering, ln.Palembang Prabumulih Km.32., Indralaya, South Sumatra, Indonesia",1,Department of Computer Engineering,ln.Palembang Prabumulih Km.32.,Indralaya,South Sumatra,Indonesia,
114565762,"College of Computer Science and Information Technology, Al-Baha, Saudi Arabia",1,College of Computer Science and Information Technology,,Al-Baha,,Saudi Arabia,
122252530,"Kata Research Team, Kata.ai, Jakarta, Indonesia",1,Kata Research Team,Kata.ai,Jakarta,,Indonesia,
60083112,"Fondazione Bruno Kessler, Via Santa Croce 77, Trento, TN, Italy, 38100",1,Fondazione Bruno Kessler,Via Santa Croce 77,Trento,TN,Italy,38100
60026415,"Stony Brook University, Nicolls Road, Stony Brook, NY, United States, 11794",4,Stony Brook University,Nicolls Road,Stony Brook,NY,United States,11794
114013063,"Allen Institute for Artificial Intelligence, 2157 N Northlake Way, Seattle, WA, United States, 98103",1,Allen Institute for Artificial Intelligence,2157 N Northlake Way,Seattle,WA,United States,98103
60106643,"Universitas Widyatama, Kota Bandung, West Java, Indonesia",1,Universitas Widyatama,,Kota Bandung,West Java,Indonesia,
121021202,"Statistics Indonesia, Statistics Indonesia, Jakarta, Indonesia",1,Statistics Indonesia,Statistics Indonesia,Jakarta,,Indonesia,
117253176,"Lembaga Sandi Negara, JL. Harsono RM 70, Jakarta, Indonesia, 12550",1,Lembaga Sandi Negara,JL. Harsono RM 70,Jakarta,,Indonesia,12550
120805212,"STIKI Malang, J1. Raya Tidar No 100, Malang City, Malang, East Java, Indonesia, 65146",1,STIKI Malang,"J1. Raya Tidar No 100, Malang City",Malang,East Java,Indonesia,65146
116379622,"Faculty of Science and Technology, Jakarta, Indonesia",2,Faculty of Science and Technology,,Jakarta,,Indonesia,
104462219,"School of Information Technology and Engineering, 550 Cumberland Street, Ottawa, ON, Canada, K1N 6N5",1,School of Information Technology and Engineering,550 Cumberland Street,Ottawa,ON,Canada,K1N 6N5
103828369,"Department of Electrical Engineering, Richardson Hall, Suite 112, Kingston, ON, Canada, K7L 3N6",1,Department of Electrical Engineering,"Richardson Hall, Suite 112",Kingston,ON,Canada,K7L 3N6
60016005,"Queen's University, Kingston, Richardson Hall, Suite 112, Kingston, ON, Canada, K7L 3N6",1,"Queen's University, Kingston","Richardson Hall, Suite 112",Kingston,ON,Canada,K7L 3N6
117990590,"Department of Orthodontics, Depok, Java, Indonesia, 16424",3,Department of Orthodontics,,Depok,Java,Indonesia,16424
113362180,"Department of Computer Science, 53 Kabanbay Batyr Ave, Astana, Kazakhstan, 010000",1,Department of Computer Science,53 Kabanbay Batyr Ave,Astana,,Kazakhstan,010000
109696702,"Department of Computer Science, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",1,Department of Computer Science,Lung'Arno Pacinotti 43,Pisa,PI,Italy,56126
60105182,"Politeknik Negeri Jakarta, Jl. Prof. Dr. G.A Siwabessy, Kampus Baru UI Depok, Jakarta, Indonesia, 16424",1,Politeknik Negeri Jakarta,"Jl. Prof. Dr. G.A Siwabessy, Kampus Baru UI Depok",Jakarta,,Indonesia,16424
122315621,"Universitas Indoneisa, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",1,Universitas Indoneisa,"Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok",Depok,West Java,Indonesia,16424
116983942,"State Polytechnic of Jakarta, Depok West Java, Depok, Indonesia, 16425",2,State Polytechnic of Jakarta,Depok West Java,Depok,,Indonesia,16425
114077795,"Faculty of Engineering, Kampus UI, Depok, Depok, West Java, Indonesia, 16424",1,Faculty of Engineering,"Kampus UI, Depok",Depok,West Java,Indonesia,16424
110879379,"Department of Chemical Engineering, Semarang, Java, Indonesia",1,Department of Chemical Engineering,,Semarang,Java,Indonesia,
114537592,"Informatics Department, Jl. Raya Telang, Kamal, Bangkalan, Madura, East Java, Indonesia, 69162",1,Informatics Department,"Jl. Raya Telang, Kamal, Bangkalan, Madura",,East Java,Indonesia,69162
104757672,"Department of Food Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",1,Department of Food Science and Technology,Jl. Raya Dramaga,Bogor,West Java,Indonesia,16680
104757286,"Department of Civil Engineering, Depok, Java, Indonesia, 16424",2,Department of Civil Engineering,,Depok,Java,Indonesia,16424
104757323,"Department of Architecture, Depok, Java, Indonesia, 16424",1,Department of Architecture,,Depok,Java,Indonesia,16424
109652170,"Engineering Physics Department, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",1,Engineering Physics Department,Jl. Tamansari 64,Bandung,West Java,Indonesia,40116
102969616,"Centre Project Coordination Unit, Jakarta, Indonesia",2,Centre Project Coordination Unit,,Jakarta,,Indonesia,
60111309,"Universitas Paramadina, Jl. Gatot Subroto Kav. 97, Mampang, Jakarta, Indonesia, 12790",6,Universitas Paramadina,Jl. Gatot Subroto Kav. 97,Mampang,Jakarta,Indonesia,12790
60105171,"Universitas Negeri Jakarta, Jl. Rawamangun Muka, Jakarta, Indonesia, 13220",1,Universitas Negeri Jakarta,Jl. Rawamangun Muka,,Jakarta,Indonesia,13220
101652714,"Faculty of Computer Science, Universtias Indonesia, Semarang, Indonesia",1,Faculty of Computer Science,Universtias Indonesia,Semarang,,Indonesia,
119519325,"Geoinformatic of Informatics Engineering Department, Jl. KH. Sholeh Iskandar Km. 2 Kd. Badak Tanah Sareal, Bogor, Indonesia, 16162",1,Geoinformatic of Informatics Engineering Department,Jl. KH. Sholeh Iskandar Km. 2 Kd. Badak Tanah Sareal,Bogor,,Indonesia,16162
104012624,"Department of Mathematics, 1 James Cook Drive, Townsville, QL, Australia, 4811",1,Department of Mathematics,1 James Cook Drive,Townsville,QL,Australia,4811
112661329,"School of Mathematical Sciences, North Terrace, Adelaide, SA, Australia, 5005",1,School of Mathematical Sciences,North Terrace,Adelaide,SA,Australia,5005
103209556,"Department of Mathematics, PO Box 1700 STN CSC, Victoria, BC, Canada, V8W 2Y2",1,Department of Mathematics,PO Box 1700 STN CSC,Victoria,BC,Canada,V8W 2Y2
101550304,"Indonesia Agency for Health Research and Development, American Embassy, Jl, Medan Merdeka Selatan, No. 5, Jakarta, Indonesia, 10110",1,Indonesia Agency for Health Research and Development,"American Embassy, Jl, Medan Merdeka Selatan, No. 5",Jakarta,,Indonesia,10110
122754820,"Solusi247, Jakarta, Indonesia",1,Solusi247,,Jakarta,,Indonesia,
112067452,"Department of Computer Science, Semarang, Central Java, Indonesia",1,Department of Computer Science,,Semarang,Central Java,Indonesia,
113905154,"Department of Electrical Engineering Technology, Batu Pahat, Johor, Malaysia, 86400",1,Department of Electrical Engineering Technology,,Batu Pahat,Johor,Malaysia,86400
104757299,"Department of Medical Physics, Depok, Java, Indonesia, 16424",1,Department of Medical Physics,,Depok,Java,Indonesia,16424
60004969,"Università degli Studi di Parma, Via Università 12, Parma, PR, Italy, 43100",1,Università degli Studi di Parma,Via Università 12,Parma,PR,Italy,43100
116114142,"Fachbereich Mathematik und Informatik, Technische Universitait Miinchen, Miinchen, Oldenburg, Germany, 80290",1,Fachbereich Mathematik und Informatik,"Technische Universitait Miinchen, Miinchen",Oldenburg,,Germany,80290
113882551,"Department of Electrical Engineering, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",1,Department of Electrical Engineering,Gedung Rektorat Lantai 2,Surabaya,East Java,Indonesia,60111
113108788,"Graduate School of Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",1,Graduate School of Engineering,"Furo-cho, Chikusa-ku",Nagoya,Aichi,Japan,464-8601
123092846,"Department of Mechanical Systems Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",1,Department of Mechanical Systems Engineering,1-501 Shiogamaguchi,Nagoya,Aichi,Japan,468-8502
113765561,"Graduate School of Natural Science and Technology, 1-1-1 Tsushima-Naka, Okayama, Okayama, Japan, 700-8530",1,Graduate School of Natural Science and Technology,1-1-1 Tsushima-Naka,Okayama,Okayama,Japan,700-8530
110177592,"Department of Physics, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",1,Department of Physics,Jl. Tamansari 64,Bandung,West Java,Indonesia,40116
104757270,"Department of Chemical Engineering, Depok, Java, Indonesia, 16424",1,Department of Chemical Engineering,,Depok,Java,Indonesia,16424
116606676,"Department of Mathematics, Semarang, Java, Indonesia",1,Department of Mathematics,,Semarang,Java,Indonesia,
123142415,"Center for Data and Information Technology, Jl. Jend. Sudirman 623, Bandung, West Java, Indonesia, 40115",1,Center for Data and Information Technology,Jl. Jend. Sudirman 623,Bandung,West Java,Indonesia,40115
60109118,"Universitas Budi Luhur, Jl. Ciledug Raya, Petukangan Utara, Jakarta Selatan, Jakarta, Indonesia",1,Universitas Budi Luhur,"Jl. Ciledug Raya, Petukangan Utara, Jakarta Selatan",Jakarta,,Indonesia,
60109309,"Sekolah Tinggi Ilmu Manajemen Sukma, Jl. Sakti Lubis, Medan Kota, Kota Medan, North Sumatra, Indonesia, 20219",1,Sekolah Tinggi Ilmu Manajemen Sukma,"Jl. Sakti Lubis, Medan Kota",Kota Medan,North Sumatra,Indonesia,20219
117274264,"Department of Statistics, Kampus Gunungsari Baru Jl. A.P. Pettarani, Makassar, Indonesia, 90222",1,Department of Statistics,Kampus Gunungsari Baru Jl. A.P. Pettarani,Makassar,,Indonesia,90222
117561000,"Center for Data and Information, Jakarta, Indonesia",1,Center for Data and Information,,Jakarta,,Indonesia,
116430874,"Sekolah Tinggi Sandi Negara, Bogor, Jawa Barat, Bogor, Indonesia, 16120",1,Sekolah Tinggi Sandi Negara,"Bogor, Jawa Barat",Bogor,,Indonesia,16120
112457975,"Department of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",1,Department of Computing,"Kent St, Bentley WA 6102",Perth,WA,Australia,6845
108239964,"School of Management, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",1,School of Management,"Kent St, Bentley WA 6102",Perth,WA,Australia,6845
104590716,"School of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",1,School of Computing,"Kent St, Bentley WA 6102",Perth,WA,Australia,6845
122276747,"Department of Information Technology, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",2,Department of Information Technology,Main Campus Cot Tengku Nie Reuleut,Aceh Utara,Aceh,Indonesia,
112830802,"Department of Chemical Engineering, 43 Keelung Road Section 4, Taipei, Taiwan, 106",1,Department of Chemical Engineering,43 Keelung Road Section 4,Taipei,,Taiwan,106
100272197,"Department of Electrical Engineering, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",1,Department of Electrical Engineering,Jln. Teuku Nyak Arief Darussalam,Banda Aceh,Aceh,Indonesia,23111
60069406,"Universitas Syiah Kuala, Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, Indonesia, 23111",1,Universitas Syiah Kuala,Jln. Teuku Nyak Arief Darussalam,Banda Aceh,Aceh,Indonesia,23111
118264048,"Department of Informatics, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",1,Department of Informatics,Main Campus Cot Tengku Nie Reuleut,Aceh Utara,Aceh,Indonesia,
104757410,"Faculty of Computer Sciences, Depok, Java, Indonesia, 16424",1,Faculty of Computer Sciences,,Depok,Java,Indonesia,16424
60111719,"STMIK Raharja, JL. Jenderal Sudirman No.40 Modern Cikokol, Tangerang, Banten, Indonesia, 15117",1,STMIK Raharja,JL. Jenderal Sudirman No.40 Modern Cikokol,Tangerang,Banten,Indonesia,15117
115165486,"Faculty of Nursing Universitas Indonesia, Kampus UI Depok, Depok, West Java, Indonesia, 16424",1,Faculty of Nursing Universitas Indonesia,Kampus UI Depok,Depok,West Java,Indonesia,16424
121099307,"Faculty of Nursing, Mohamad Husein, North Sumatera, Depok, West Java, Indonesia, 16424",1,Faculty of Nursing,"Mohamad Husein, North Sumatera",Depok,West Java,Indonesia,16424
104872797,"Department of Biostatistics and Population Studies, Depok, Java, Indonesia, 16424",1,Department of Biostatistics and Population Studies,,Depok,Java,Indonesia,16424
60110633,"Muhammadiyah University of Magelang, Jl. Tidar 21, Magelang, Central Java, Indonesia, 56125",1,Muhammadiyah University of Magelang,Jl. Tidar 21,Magelang,Central Java,Indonesia,56125
121841251,"Universitas Indonesia, Depok, West Java, Indonesia",1,Universitas Indonesia,,Depok,West Java,Indonesia,
